route_distance_m,route_eta_sec,atm_count,bank_count,restaurant_count,pharmacy_count,cafe_count,shopping_mall_count,supermarket_count,hospital_count,police_count,bus_station_count,train_station_count,commercial_activity_score,emergency_presence_score,transport_activity_score,isolation_score,redzone_overlap_score,incident_density,avg_incident_severity,temporal_risk_score,nighttime_score,risk_probability
2454,300,0,0,3,1,3,0,2,0,0,3,0,8,0,3,79.5,0.140428,1.222494,5.332126,0.024111,0.675379,0.24715
2800,348,1,0,13,2,3,0,2,1,0,0,2,18,1,2,59.0,0.827162,6.785714,5.627912,41.400928,0.685403,0.659991
4306,348,0,1,1,0,2,1,0,2,0,1,0,4,2,1,86.5,0.501224,4.412448,3.619964,7.656888,0.05731,0.441429
7378,984,0,1,8,3,6,0,3,1,0,2,1,17,1,3,59.5,0.023792,2.710762,2.768551,2.903559,0.668876,0.304453
12544,784,1,0,3,0,1,0,0,0,0,1,0,4,0,1,90.5,0.671387,6.616709,5.73925,312.685569,0.987881,0.657529
8619,846,2,0,12,1,4,0,3,1,1,5,0,19,2,5,50.5,0.581897,5.105001,4.132892,22.59643,0.112429,0.459836
7925,845,2,2,9,1,2,0,0,2,3,4,2,11,5,6,59.0,0.617472,4.794953,4.46502,50.079086,0.83662,0.51736
5890,440,1,1,7,1,3,0,3,0,1,2,0,13,1,2,69.0,0.444571,3.565365,4.16912,10.542287,0.933106,0.438393
6184,663,1,3,6,0,4,1,3,0,0,3,0,14,0,3,67.5,0.67882,5.821475,4.603395,22.497898,0.196361,0.492176
2748,360,0,1,3,0,3,1,1,0,1,2,0,8,1,2,79.0,0.14306,2.547307,2.368851,0.380327,0.228993,0.259513
10776,1042,4,3,12,4,8,1,3,2,4,3,0,24,6,3,35.5,0.006179,2.691166,2.317964,7.087984,0.582331,0.220113
16542,1309,3,3,12,2,2,4,4,2,2,3,1,22,4,4,42.0,0.871737,9.853706,5.881162,121.682891,0.594783,0.743195
4894,505,1,0,3,1,0,0,2,2,1,1,0,5,3,1,82.5,0.443974,4.4953,4.878002,19.7225,0.598667,0.441777
11769,964,3,1,5,1,0,0,2,1,0,0,0,7,1,0,84.0,1.0,7.732178,6.482435,106.174361,0.433932,0.807826
5030,632,2,1,12,2,5,2,0,0,0,1,1,19,0,2,59.0,0.979924,8.548708,6.337133,159.437148,0.780781,0.814084
11000,1253,4,6,12,0,8,1,4,1,3,6,2,25,4,8,30.0,0.347252,3.545455,3.804715,6.417848,0.048263,0.304161
9289,923,2,0,5,0,4,1,1,0,1,1,0,11,1,1,74.5,0.533296,4.306169,4.443754,23.409241,0.414699,0.537483
7671,1179,4,3,6,2,3,1,2,2,1,2,0,12,3,2,67.0,0.559167,4.041194,3.704371,18.994226,0.601756,0.472011
7814,799,2,6,5,3,4,1,2,1,0,2,1,12,1,3,69.5,0.337728,1.791656,3.884262,7.617753,0.414035,0.306031
6052,645,1,0,5,1,7,0,3,0,0,0,0,15,0,0,70.0,0.0,1.487112,3.5845,2.07381,0.756269,0.297677
6058,613,1,0,5,3,4,0,3,1,2,2,2,12,3,4,64.0,0.668488,4.952129,5.333829,11.904392,0.672893,0.473668
5052,315,0,0,2,0,1,0,3,0,0,1,2,6,0,3,83.5,0.96451,9.105305,6.86218,120.446394,0.583146,0.766743
6436,598,1,1,3,2,0,0,1,0,0,3,1,4,0,4,86.0,0.28967,2.641392,3.175016,8.160189,0.12446,0.405877
5089,833,4,1,7,2,3,0,4,0,2,1,0,14,2,1,66.5,0.163253,1.965023,2.752704,0.639717,0.378165,0.23676
8552,534,2,0,1,2,1,0,2,0,0,1,0,4,0,1,90.5,0.893668,8.419083,6.789017,342.939428,0.841364,0.879331
2911,452,3,1,10,3,7,0,1,0,1,4,0,18,1,4,56.0,0.913656,10.649261,5.300116,95.003064,0.722488,0.720731
8756,859,5,1,6,2,5,1,3,0,1,1,1,15,1,2,65.0,0.555777,4.225674,4.298333,7.411645,0.122135,0.419953
14084,1686,3,1,11,1,10,2,1,0,0,4,0,24,0,4,46.0,0.458971,3.763135,4.227653,21.859377,0.513607,0.440561
7104,885,0,4,6,1,9,2,4,1,0,1,1,21,1,2,53.0,0.340222,4.786036,3.893802,14.851911,0.586011,0.461631
5594,694,1,1,1,1,4,1,1,3,2,1,0,7,5,1,74.5,0.349659,2.681444,4.245445,2.93076,0.170835,0.305846
11890,743,1,0,3,1,5,0,0,0,1,3,0,8,1,3,77.5,0.884222,7.317073,5.70905,300.936698,0.558141,0.699248
2188,419,0,1,5,1,5,1,1,0,0,2,0,12,0,2,73.0,0.106654,2.285192,3.424087,0.023265,0.329978,0.234905
9114,1040,1,1,6,1,5,0,1,2,0,3,0,12,2,3,67.5,0.335088,1.536098,3.837223,5.187009,0.197037,0.254594
5024,463,1,0,3,0,1,0,0,1,0,0,1,4,1,1,88.5,0.977749,9.355096,5.630985,40.392672,0.378389,0.8254
8009,584,1,0,1,3,3,0,0,0,0,1,0,4,0,1,90.5,0.949795,4.869522,5.704659,139.84669,0.78386,0.755537
8661,776,1,3,3,0,6,0,2,4,0,3,0,11,4,3,65.5,0.442564,3.925644,4.063801,16.679522,0.793118,0.366994
8623,591,1,3,3,0,3,0,2,1,0,1,0,8,1,1,80.5,0.751636,8.349762,5.92634,119.380259,0.93869,0.681263
10281,670,0,0,2,1,1,0,0,2,0,1,0,3,2,1,88.5,0.928215,10.213014,6.731901,390.829675,0.942081,0.867325
13000,1159,3,2,9,4,10,1,4,0,1,3,0,24,1,3,45.5,0.035878,2.307692,3.320929,4.027341,0.498842,0.263904
7708,743,1,0,12,0,2,0,3,0,0,4,2,17,0,6,57.0,0.15343,3.762325,2.987125,9.760464,0.315336,0.246056
7598,584,2,3,4,0,5,0,1,1,1,3,1,10,2,4,70.0,0.73622,7.370361,4.716483,56.454722,0.891147,0.644226
6923,998,1,3,8,3,3,0,0,0,2,2,0,11,2,2,71.0,0.220807,3.033367,3.492215,7.166975,0.281322,0.347183
4380,567,2,1,6,0,10,0,2,0,1,5,0,18,1,5,54.5,0.110489,2.739726,2.534828,0.181297,0.028745,0.221106
4713,394,1,2,5,1,2,0,0,0,2,3,1,7,2,4,76.0,0.477829,7.426268,5.146073,14.637947,0.821134,0.559442
3188,349,1,1,0,0,1,0,1,0,1,1,2,2,1,3,89.5,0.030423,1.882058,3.006208,1.210336,0.727139,0.313052
4948,384,1,1,3,0,0,1,1,0,0,1,0,5,0,1,88.5,0.868765,7.679871,6.060243,24.030735,0.677995,0.698365
4863,411,2,0,2,3,4,1,0,3,1,0,1,7,4,1,76.5,0.108238,2.878881,3.149492,2.428544,0.223675,0.305897
6991,968,0,2,7,3,3,0,4,2,0,4,3,14,2,7,57.5,0.213978,2.002575,3.238018,1.55361,0.500605,0.275498
6155,423,0,0,5,0,0,2,1,0,0,1,0,8,0,1,82.5,0.617765,6.336312,4.985704,35.644019,0.950566,0.639937
8995,562,1,0,0,1,4,0,0,0,0,0,1,4,0,1,90.5,0.811013,5.002779,5.779746,140.881911,0.822442,0.701634
18000,1278,2,3,10,0,3,0,4,0,0,6,2,17,0,8,54.0,0.836195,7.388889,5.965805,266.827859,0.878132,0.655523
16614,1103,1,0,9,4,9,0,8,1,0,2,1,26,1,3,41.5,0.973563,6.861683,6.527723,219.594299,0.860624,0.720339
10172,973,6,0,12,5,3,1,2,1,3,9,0,18,4,9,42.5,0.260832,4.030672,4.914766,20.765149,0.854077,0.458266
10865,1063,4,2,10,0,3,0,3,0,0,2,1,16,0,3,63.5,0.922368,6.810861,6.165336,90.881623,0.526183,0.715539
3462,416,3,0,11,0,3,0,0,0,0,3,2,14,0,5,64.5,0.881285,8.376661,5.613734,115.510208,0.988397,0.672179
3903,557,0,1,3,0,2,0,0,0,1,0,2,5,1,2,85.0,0.224525,2.305919,3.05258,5.555201,0.544565,0.348008
13955,2054,2,0,17,3,14,2,6,2,4,4,2,39,6,6,1.0,0.584232,4.371193,4.542005,38.598947,0.275127,0.426858
4490,604,2,2,4,1,8,1,0,1,1,3,0,13,2,3,65.5,0.566448,4.008909,4.946864,4.418339,0.227926,0.411745
16500,1371,1,3,5,3,11,0,1,0,1,2,1,17,1,3,59.5,0.533633,3.030303,4.747283,26.527837,0.726401,0.511991
7148,893,1,1,4,0,3,0,1,1,3,4,1,8,4,5,68.5,0.192088,2.518187,3.088811,2.312452,0.247555,0.236807
1560,300,1,1,0,0,4,0,0,1,1,1,0,4,2,1,86.5,0.167357,2.564103,2.75586,0.001876,0.493809,0.328297
4832,590,2,0,1,1,3,2,3,0,0,1,1,9,0,2,79.0,0.823776,6.208609,5.179348,18.292626,0.288917,0.574726
4897,446,3,1,1,0,1,0,2,0,0,3,0,4,0,3,87.5,0.8467,6.330406,4.400602,16.193816,0.012075,0.644743
4529,505,2,0,5,1,2,0,1,2,1,1,0,8,3,1,76.5,0.672415,4.195187,6.055317,25.542207,0.529087,0.497883
12807,800,6,3,4,3,5,0,2,1,0,5,0,11,1,5,68.5,0.867329,6.949325,6.767952,126.119215,0.71822,0.657444
3103,416,2,1,11,0,5,3,1,0,0,2,0,20,0,2,57.0,0.713651,5.800838,4.321577,5.46593,0.407694,0.495515
3106,307,1,0,0,1,1,0,0,0,1,3,1,1,1,4,90.0,0.221009,1.609788,1.980404,0.302235,0.007805,0.203742
14566,910,1,2,9,0,6,1,3,0,0,4,1,19,0,5,54.5,0.810902,7.139915,6.561131,132.829879,0.960939,0.7321
3242,534,1,0,3,0,4,2,3,0,0,2,1,12,0,3,71.5,0.016427,4.626774,2.985801,2.176552,0.482905,0.288489
9858,661,0,2,0,0,0,1,1,0,0,2,0,2,0,2,93.0,0.917363,7.202272,6.378105,277.70205,0.830413,0.783392
16500,1382,3,1,13,1,8,1,3,1,1,8,4,25,2,12,28.0,0.594928,4.787879,4.411506,162.334337,0.972152,0.561751
1645,413,1,0,2,1,2,0,1,1,0,1,0,5,1,1,86.5,0.099167,5.471125,2.467269,0.681155,0.591065,0.341816
4500,309,1,1,0,0,1,2,2,0,0,0,0,5,0,0,90.0,0.95738,7.333333,6.042337,49.144833,0.939491,0.805412
18000,1163,3,1,6,1,4,0,2,0,1,0,0,12,1,0,74.0,0.913079,6.666667,6.494042,512.363558,0.942197,0.709081
6495,820,1,3,8,2,7,1,2,3,1,4,0,18,4,4,50.0,0.164074,1.539646,2.313853,0.394841,0.244747,0.208341
8151,1171,2,2,8,1,5,1,3,0,3,3,2,17,3,5,52.5,0.654036,5.030058,5.083833,38.41328,0.566126,0.446021
11774,959,2,1,7,2,1,0,1,0,2,2,0,9,2,2,75.0,0.558649,6.285035,5.893402,284.215373,0.965989,0.605718
14936,933,4,2,4,1,4,1,0,2,0,2,0,9,2,2,75.0,0.707223,4.619711,5.945228,100.249161,0.893825,0.669161
7800,736,1,0,2,1,5,0,2,1,0,3,1,9,1,4,74.0,0.185747,2.564103,3.304402,0.765712,0.305145,0.258144
9094,1145,2,0,6,2,4,1,3,2,1,5,1,14,3,6,57.0,0.389834,4.178579,4.382275,17.451958,0.403006,0.433045
15661,978,1,1,2,1,2,0,1,0,0,2,1,5,0,3,85.5,0.975855,5.108231,6.207953,101.357466,0.782558,0.707887
5703,369,2,0,1,0,0,1,0,0,0,0,0,2,0,0,96.0,0.886916,5.611082,6.366511,58.688781,0.949108,0.757211
7979,708,0,0,5,4,1,1,3,0,1,2,1,10,1,3,73.5,0.865354,8.397042,5.695984,50.016704,0.653977,0.65985
7186,618,3,5,7,3,3,1,2,2,2,4,1,13,4,5,58.5,0.624936,4.731422,5.319896,7.508572,0.882717,0.473034
18000,1125,1,2,11,3,2,1,0,1,1,2,0,14,2,2,65.0,0.909693,5.444444,6.717202,131.850263,0.963177,0.719294
10359,1384,1,3,9,1,7,5,1,0,1,4,5,22,1,9,40.5,0.753468,4.537117,5.123552,29.297062,0.226957,0.499154
11189,1111,4,5,9,3,4,0,1,2,2,2,1,14,4,3,59.5,0.229215,3.932434,4.536251,33.515767,0.693197,0.441822
5084,683,0,1,5,3,1,1,2,2,1,6,1,9,3,7,65.5,0.109454,1.966955,3.988636,4.161022,0.570621,0.22445
9450,871,2,1,2,0,4,0,1,0,0,2,1,7,0,3,81.5,0.960891,9.312169,5.764236,258.535625,0.402742,0.807104
15947,1392,1,1,8,0,3,2,0,0,1,2,0,13,1,2,69.0,0.835238,6.960557,5.326179,58.207813,0.443094,0.726363
10237,884,2,1,8,2,5,0,2,1,1,3,3,15,2,6,57.0,0.012787,3.223601,3.103897,18.829803,0.804448,0.324482
8534,621,1,0,4,1,1,0,0,0,1,0,0,5,1,0,88.0,0.934253,8.788376,6.786069,216.724819,0.877212,0.789867
8819,1156,3,2,10,1,6,1,1,1,1,3,1,18,2,4,54.0,0.114625,2.041048,3.158255,6.864002,0.494751,0.258427
18000,1125,2,1,5,1,8,1,5,0,1,1,0,19,1,1,58.5,0.896068,6.611111,5.825342,90.647532,0.801857,0.680141
6413,675,1,1,4,1,1,1,0,0,1,1,0,6,1,1,84.5,0.714079,6.23733,5.581984,47.534103,0.401523,0.680521
16500,1754,5,2,4,2,4,1,5,1,1,7,2,14,2,9,54.5,0.416409,4.242424,4.736191,7.568924,0.377256,0.476271
5948,420,0,0,2,0,5,0,2,0,1,3,0,9,1,3,75.5,0.65652,5.548083,5.110023,9.42122,0.910454,0.465521
9800,622,0,0,5,0,1,0,1,0,0,1,0,7,0,1,84.5,0.960142,7.142857,6.240753,109.300745,0.633434,0.729772
13709,856,2,4,11,3,3,0,0,1,0,3,0,14,1,3,65.5,0.877438,6.419141,6.674731,146.242317,0.922146,0.748501
7865,925,5,1,15,3,12,1,1,0,1,4,1,29,1,5,32.5,0.988321,7.247298,6.793266,220.318671,0.907484,0.808374
6609,858,3,1,8,1,3,1,0,0,2,0,0,12,2,0,72.0,0.52692,3.934029,4.352253,13.490177,0.332837,0.459166
10436,1116,2,3,11,1,5,0,1,3,1,2,0,17,4,2,55.0,0.364858,3.449598,3.665548,10.896581,0.21014,0.413691
4990,647,2,1,4,2,6,0,1,1,2,3,1,11,3,4,66.0,0.037045,1.402806,3.904013,3.227441,0.497616,0.244954
9689,638,3,0,8,1,2,1,1,0,1,4,0,12,1,4,68.0,0.739911,6.08938,5.407214,71.021431,0.856773,0.73398
3858,555,0,0,4,1,3,0,0,1,0,5,0,7,1,5,76.5,0.405517,3.888025,4.860999,1.728599,0.17449,0.436887
11747,804,3,3,5,2,4,2,0,0,0,0,1,11,0,1,76.5,0.967158,7.321018,5.546145,308.569254,0.947236,0.741038
4141,488,0,4,4,1,2,1,2,0,0,3,0,9,0,3,77.5,0.568421,3.380826,4.548412,23.888879,0.669952,0.502158
9132,821,2,5,5,1,1,0,1,2,1,5,0,7,3,5,72.5,0.452441,4.599212,4.86505,22.269537,0.932454,0.499655
4512,319,0,1,3,2,1,0,1,0,0,1,0,5,0,1,88.5,0.772769,4.210993,5.774612,5.842547,0.115243,0.519209
17174,1073,0,0,9,2,3,0,2,2,0,5,0,14,2,5,60.5,0.962105,5.589845,6.613483,429.517483,0.821893,0.676196
4500,300,0,0,2,2,6,0,0,1,1,0,0,8,2,0,80.0,0.973869,4.444444,6.059038,52.137392,0.974885,0.680145
6695,576,0,1,5,1,5,0,0,2,1,4,0,10,3,4,68.0,0.110694,2.091113,2.806203,0.725326,0.003247,0.236614
16934,1058,0,2,8,1,0,0,1,0,1,1,0,9,1,1,78.5,0.699875,8.680761,5.920707,419.19108,0.980918,0.690975
10112,1140,3,0,3,1,2,0,1,0,0,1,0,6,0,1,86.5,0.365649,2.670095,4.493935,12.678641,0.355694,0.430276
5175,745,5,1,8,0,2,1,3,1,0,2,0,14,1,2,67.0,0.170939,2.512077,3.043677,0.164724,0.653634,0.198489
8027,985,5,1,4,0,2,0,1,2,2,7,0,7,4,7,67.5,0.126373,3.363648,3.93491,5.223989,0.568514,0.251221
6409,1192,0,1,11,3,7,0,4,4,1,5,1,22,5,6,37.0,0.247564,0.780153,2.636452,0.036724,0.199121,0.16372
9494,1323,5,2,11,0,8,0,2,1,1,6,1,21,2,7,43.5,0.750578,5.477143,4.663297,43.49458,0.292234,0.497163
6480,415,1,1,3,0,3,1,2,0,0,1,0,9,0,1,80.5,0.873995,5.864198,6.292076,139.771258,0.942025,0.693678
12794,1368,2,1,8,1,5,1,1,0,0,4,0,15,0,4,64.0,0.486431,4.377052,4.234166,18.341892,0.539435,0.49734
5326,664,0,1,2,3,2,0,0,0,0,4,2,4,0,6,83.0,0.097695,2.628614,3.254009,5.612771,0.304233,0.3212
4237,434,1,2,8,0,4,0,1,0,1,2,0,13,1,2,69.0,0.262664,2.124144,3.105504,7.57591,0.015493,0.247913
5043,534,0,1,5,2,1,0,1,1,1,2,0,7,2,2,79.0,0.159121,1.784652,3.114704,0.034412,0.231314,0.237038
13000,1500,2,3,13,3,8,1,2,2,5,4,1,24,7,5,30.5,0.023086,1.230769,1.988438,1.151947,0.607009,0.146751
2920,404,2,1,7,0,2,2,3,0,0,1,1,14,0,2,69.0,0.122368,4.794521,2.945307,2.150975,0.724737,0.253363
10834,1017,1,0,14,4,9,2,1,0,0,2,1,26,0,3,43.5,0.749225,5.076611,5.123337,19.969804,0.256948,0.452858
6317,520,0,1,5,1,0,0,1,0,0,1,0,6,0,1,86.5,0.617161,4.115878,5.034073,39.263809,0.086113,0.419601
5947,502,1,0,4,1,3,1,0,2,1,3,0,8,3,3,73.5,0.422508,3.026736,4.380942,16.483454,0.914218,0.554616
4500,300,0,2,4,0,3,1,1,0,0,1,0,9,0,1,80.5,0.998838,7.555556,5.777018,135.808283,0.809707,0.816269
18000,1368,1,0,4,2,3,0,1,0,1,0,0,8,1,0,82.0,0.929556,6.444444,6.477809,451.72945,0.790843,0.750712
7166,770,2,4,7,1,2,1,2,3,1,4,3,12,4,7,57.5,0.099455,1.535027,3.196539,3.665186,0.089611,0.223908
15000,1512,6,4,12,2,7,1,3,3,1,8,2,23,4,10,31.0,0.507537,4.333333,3.451676,20.100352,0.066065,0.430956
10971,894,3,1,10,0,3,0,0,0,2,1,1,13,2,2,67.0,0.823342,6.289308,5.49519,85.103223,0.719894,0.659769
3200,380,0,1,1,0,0,0,0,0,0,0,0,1,0,0,98.0,0.787667,4.375,5.489468,15.579829,0.650589,0.6056
16500,2075,4,0,10,0,6,0,3,0,0,8,2,19,0,10,47.0,0.772039,5.757576,5.224559,62.706947,0.347195,0.584073
8228,1037,5,2,15,3,14,0,3,3,1,7,0,32,4,7,17.5,0.177256,1.336898,2.492482,0.773533,0.366484,0.14324
5674,541,1,2,3,1,7,0,3,0,2,3,1,13,2,4,64.0,0.457417,7.225943,4.436773,14.409518,0.753761,0.427837
2120,300,2,0,2,0,0,1,3,0,0,5,1,6,0,6,79.0,0.095301,3.773585,4.24703,8.324186,0.796948,0.321583
4500,300,1,2,1,0,1,0,0,0,0,1,0,2,0,1,94.5,0.865083,6.222222,4.698139,28.456939,0.714889,0.68115
10972,1298,5,1,12,2,4,2,2,5,0,8,0,20,5,8,38.0,0.715088,4.648195,3.919328,17.706537,0.107355,0.463322
10803,1859,1,2,25,1,6,0,5,0,3,5,2,36,3,7,11.5,0.053837,1.295936,2.793247,3.540383,0.352722,0.160037
15000,2273,3,0,10,0,9,4,2,2,2,5,3,25,4,8,30.0,0.772446,5.666667,4.834369,27.230558,0.240776,0.545348
9463,872,2,2,15,2,5,1,3,0,1,2,1,24,1,3,45.5,0.647741,5.178062,5.541652,152.103414,0.95332,0.549849
6457,1091,2,0,11,2,5,0,4,2,0,4,2,20,2,6,47.0,0.088147,3.407155,3.742331,0.102853,0.59852,0.268823
11527,720,0,1,5,0,1,0,4,0,0,1,0,10,0,1,78.5,0.863354,9.022295,5.567118,94.884044,0.843322,0.779874
3397,375,2,0,3,1,2,1,3,2,0,2,1,9,2,3,73.5,0.336786,1.17751,2.294385,0.019484,0.083095,0.20514
6183,386,1,3,0,0,2,1,0,0,0,0,0,3,0,0,94.0,0.764825,7.27802,6.126035,65.804022,0.961587,0.727842
5901,813,1,3,5,1,5,0,3,2,0,2,0,13,2,2,67.0,0.659053,6.270124,5.00908,35.211487,0.423455,0.553637
3200,300,0,0,4,0,0,2,1,1,1,3,0,7,2,3,77.5,0.572299,4.0625,4.359935,4.718853,0.040288,0.436578
6059,1000,4,0,18,3,6,3,0,0,0,3,0,27,0,3,41.5,0.900227,8.252187,5.462108,175.365062,0.581969,0.734393
10632,1571,5,1,11,1,9,1,3,1,0,5,2,24,1,7,39.5,0.469672,3.103837,3.751087,31.490809,0.409911,0.412975
8458,591,0,1,8,0,2,0,1,0,1,1,0,11,1,1,74.5,0.789249,8.039726,5.739203,77.40641,0.96149,0.677723
5462,801,2,1,4,1,3,1,0,1,2,3,0,8,3,3,73.5,0.071012,1.830831,3.371832,0.860788,0.60882,0.267368
8504,986,2,1,3,4,4,1,2,2,1,0,1,10,3,1,72.5,0.548588,4.821261,4.86077,14.202599,0.490181,0.482694
8618,1173,1,1,11,3,5,1,1,1,1,4,2,18,2,6,51.0,0.673323,6.381991,4.82392,45.557994,0.384545,0.502475
9191,773,2,3,7,5,8,0,4,0,3,3,2,19,3,5,48.5,0.192243,2.828854,4.090227,9.999644,0.166807,0.231048
9398,1142,4,2,14,2,6,4,8,4,2,4,0,32,6,4,18.0,0.240522,3.192169,4.109482,4.102287,0.660314,0.267765
11277,1082,2,2,3,1,1,2,0,1,0,1,0,6,1,1,84.5,0.970428,9.399663,6.654923,137.96076,0.508895,0.842734
11066,1036,0,1,8,0,4,0,0,0,0,1,1,12,0,2,73.0,1.0,7.319718,6.488504,262.257975,0.583912,0.733442
12541,1241,0,2,9,1,6,0,4,0,1,2,1,19,1,3,55.5,0.561451,4.624831,6.320539,59.40452,0.658905,0.569226
9618,625,0,0,2,1,2,1,2,1,0,0,1,7,1,1,82.5,0.657932,6.966105,5.272246,71.650847,0.811758,0.690208
2800,431,1,1,8,1,6,1,1,2,0,1,1,16,2,2,61.0,0.920958,8.928571,6.122644,75.748874,0.724248,0.725395
4790,551,1,1,5,2,5,0,3,3,0,2,0,13,3,2,65.0,0.279329,4.384134,4.911909,15.383947,0.920192,0.534249
7536,491,0,0,2,1,0,0,2,0,0,2,1,4,0,3,87.5,0.846397,8.757962,5.673528,60.785128,0.8048,0.773527
6583,725,2,3,13,4,3,0,2,0,1,1,1,18,1,2,59.0,0.595548,3.341941,4.161036,16.136523,0.096521,0.401968
8765,791,0,0,0,1,1,0,1,1,0,0,0,2,1,0,94.0,0.89366,4.791786,6.885818,56.943585,0.608439,0.72239
13333,1045,5,1,8,4,6,0,2,3,0,7,3,16,3,10,47.0,0.427812,4.125103,4.502973,27.907936,0.257303,0.405906
8928,1084,6,0,20,3,7,2,2,2,3,4,0,31,5,4,22.0,0.148894,2.352151,3.743027,8.517314,0.313945,0.249014
12873,1113,3,1,4,2,5,1,5,0,0,2,0,15,0,2,67.0,0.563185,4.583236,4.845345,15.996628,0.336841,0.472746
3307,506,0,0,6,0,5,1,2,0,0,2,0,14,0,2,69.0,0.656788,8.1645,4.58023,40.071587,0.76903,0.684449
6392,928,1,1,12,2,8,1,1,4,1,3,0,22,5,3,41.5,0.932634,7.822278,6.295463,76.949031,0.607734,0.660348
13850,968,3,1,4,1,3,0,1,0,0,1,2,8,0,3,79.5,0.832212,7.00361,4.967218,116.522604,0.982957,0.722067
1500,300,1,0,3,2,0,1,2,0,0,0,1,6,0,1,86.5,0.188034,2.0,3.592149,0.217216,0.708523,0.332153
13000,1637,0,2,8,1,7,1,1,3,1,8,3,17,4,11,41.5,0.219512,1.076923,3.207939,0.639528,0.416836,0.246755
16500,1306,2,1,5,3,8,1,4,0,1,6,1,18,1,7,51.5,0.711421,6.30303,4.537469,26.313009,0.303269,0.488047
2800,483,2,0,6,1,1,0,0,0,0,2,0,7,0,2,83.0,0.871334,7.857143,5.417774,56.839118,0.589168,0.669435
18000,1326,2,1,7,2,4,0,4,1,0,2,0,15,1,2,65.0,0.954869,6.777778,6.912818,108.705836,0.545106,0.707355
11000,1503,7,3,13,4,9,2,10,2,2,2,2,34,4,4,18.0,0.049805,2.181818,3.512269,8.71877,0.712091,0.26983
4225,475,0,2,6,1,8,1,1,1,0,1,2,16,1,3,61.5,0.358315,3.786982,4.212609,6.426911,0.740565,0.384413
6908,730,1,2,3,0,2,1,1,0,0,3,0,7,0,3,81.5,0.537602,3.908512,4.403063,21.33692,0.365135,0.581521
7414,463,1,0,7,0,0,0,0,0,0,1,0,7,0,1,84.5,0.791571,4.585919,6.22862,26.804571,0.995514,0.716979
10000,712,1,2,3,0,2,1,1,0,0,1,0,7,0,1,84.5,1.0,6.1,4.705119,77.534495,0.910732,0.780986
4008,472,1,2,10,3,3,0,1,1,0,3,1,14,1,4,64.0,0.316555,4.241517,3.47078,3.560606,0.707677,0.339684
6646,472,2,1,5,0,4,0,0,1,2,4,2,9,3,6,67.0,0.496703,4.66446,4.4139,8.944555,0.018088,0.400652
6202,624,0,1,6,2,1,0,0,0,1,0,0,7,1,0,84.0,0.539568,5.482103,4.583679,9.998693,0.338548,0.448114
3894,383,0,0,2,1,4,1,2,1,0,2,0,9,1,2,77.0,0.429031,6.933744,5.533506,7.314262,0.785889,0.600771
13937,1030,2,1,4,0,5,0,1,0,1,4,1,10,1,5,70.5,0.917211,8.39492,6.934098,159.723399,0.702834,0.727235
13443,1409,3,1,6,6,4,1,2,0,2,3,4,13,2,7,59.5,0.411047,3.570632,4.053532,7.967491,0.199887,0.426312
2501,425,1,1,4,0,2,0,1,0,1,0,0,7,1,0,84.0,0.147673,1.59936,3.804,1.326433,0.361785,0.270835
9437,1555,3,2,7,4,12,1,4,3,4,8,5,24,7,13,18.5,0.186251,2.543181,5.170742,16.30558,0.608594,0.272131
3462,526,0,1,5,2,5,1,2,0,1,4,3,13,1,7,61.5,0.057858,1.733102,3.80001,4.522936,0.733594,0.274014
4338,612,1,1,7,0,4,3,0,1,0,0,1,14,1,1,68.5,0.276363,2.535731,4.528271,19.121215,0.588385,0.311974
6029,386,1,1,2,1,1,0,3,2,0,0,1,6,2,1,82.5,0.767779,6.302869,5.512517,35.092141,0.631348,0.71478
4500,420,0,1,2,0,0,0,0,0,1,0,0,2,1,0,94.0,0.700297,6.0,5.238539,18.547108,0.380817,0.690141
1961,300,2,0,1,2,5,1,1,1,0,0,0,8,1,0,82.0,0.122566,1.019888,3.720001,3.079687,0.114698,0.255537
10052,971,1,2,7,1,3,1,2,1,0,4,0,13,1,4,66.0,0.528266,4.377238,4.410396,11.428998,0.38198,0.47922
9222,1331,1,3,13,3,7,0,0,1,1,3,2,20,2,5,48.5,0.579166,4.662763,4.712477,17.802549,0.379224,0.457447
10177,740,0,1,5,2,4,1,1,0,0,0,0,11,0,0,78.0,0.893766,8.352167,6.293951,64.446536,0.770817,0.71801
6140,975,4,2,11,4,9,0,2,4,2,5,0,22,6,5,36.5,0.109521,1.791531,3.227405,2.521922,0.570939,0.23265
8191,1223,3,0,9,0,12,0,4,1,1,4,0,25,2,4,40.0,0.012748,0.24417,2.104819,0.431944,0.219483,0.111933
16500,1244,4,2,13,3,11,3,3,1,1,7,1,30,2,8,24.0,0.684579,2.969697,4.866983,18.872286,0.175749,0.405116
5757,834,2,3,10,1,7,0,2,1,0,4,0,19,1,4,54.0,0.960118,6.948063,6.246688,38.687227,0.699409,0.715884
11728,1554,2,1,13,1,9,0,3,0,0,5,0,25,0,5,42.5,0.701685,6.736016,4.555333,19.51491,0.355709,0.509617
3232,410,1,0,3,1,1,2,1,0,0,2,0,7,0,2,83.0,0.577583,3.094059,6.281077,16.271038,0.474791,0.440978
18000,1125,1,1,5,2,2,1,1,0,0,3,0,9,0,3,77.5,0.896476,7.388889,6.688365,266.854446,0.922353,0.774629
